Tipo,Temp_Aire,Temp_Proceso,Velocidad,Torque,Desgaste,Fallo,Tipo_Fallo,Indice_Esfuerzo_Mecanico,Gasto_Excesivo
M,297.4,308.7,1392,46.4,174,0,No Failure,64588.799999999996,True
L,297.5,308.8,1417,49.8,177,0,No Failure,70566.59999999999,True
H,297.5,308.8,1824,24.0,179,0,No Failure,43776.0,False
L,297.5,308.8,1603,36.7,184,0,No Failure,58830.100000000006,False
L,297.4,308.8,1620,33.4,186,0,No Failure,54108.0,False
L,297.4,308.8,1353,49.4,188,0,No Failure,66838.2,True
L,297.5,308.8,1360,50.7,190,0,No Failure,68952.0,True
L,297.5,308.6,1380,53.5,192,0,No Failure,73830.0,True
M,297.5,308.7,1363,53.6,194,0,No Failure,73056.8,True
M,297.4,308.6,1452,41.2,197,0,No Failure,59822.4,False
L,297.4,308.6,1680,32.8,200,0,No Failure,55103.99999999999,False
L,297.5,308.6,1536,39.0,202,0,No Failure,59904.0,False
L,297.5,308.6,1621,28.9,0,0,No Failure,46846.899999999994,False
L,297.5,308.6,1585,37.6,2,0,No Failure,59596.0,False
M,297.6,308.7,1408,51.5,4,0,No Failure,72512.0,True
H,297.5,308.6,1536,38.7,7,0,No Failure,59443.200000000004,False
L,297.5,308.6,1352,52.6,12,0,No Failure,71115.2,True
H,297.5,308.6,1481,38.8,14,0,No Failure,57462.799999999996,False
L,297.5,308.7,1454,45.0,19,0,No Failure,65430.0,True
M,297.5,308.6,1349,51.5,21,0,No Failure,69473.5,True
M,297.5,308.6,1327,52.1,24,0,No Failure,69136.7,True
L,297.6,308.7,1552,42.3,27,0,No Failure,65649.59999999999,True
L,297.5,308.7,1456,44.7,29,0,No Failure,65083.200000000004,True
M,297.6,308.6,1254,45.8,31,0,No Failure,57433.2,False
L,297.5,308.6,1437,43.3,34,0,No Failure,62222.1,True
L,297.5,308.6,1694,27.1,36,0,No Failure,45907.4,False
L,297.5,308.5,1306,50.7,38,0,No Failure,66214.2,True
M,297.5,308.5,1699,30.1,40,0,No Failure,51139.9,False
L,297.4,308.5,1369,53.2,43,0,No Failure,72830.8,True
L,297.4,308.5,1471,43.9,45,0,No Failure,64576.9,True
L,297.4,308.5,1410,43.9,47,0,No Failure,61899.0,True
M,297.4,308.5,1412,45.5,49,0,No Failure,64246.0,True
L,297.4,308.5,1418,51.2,52,0,No Failure,72601.6,True
L,297.4,308.5,1782,25.9,54,0,No Failure,46153.799999999996,False
M,297.4,308.5,1497,36.4,56,0,No Failure,54490.799999999996,False
L,297.3,308.4,1459,39.4,59,0,No Failure,57484.6,False
L,297.2,308.3,1796,23.8,61,0,No Failure,42744.8,False
L,297.2,308.3,1569,31.2,63,0,No Failure,48952.799999999996,False
L,297.3,308.4,1469,46.7,65,0,No Failure,68602.3,True
L,297.3,308.4,1472,41.3,67,0,No Failure,60793.6,True
L,297.4,308.5,1475,47.2,69,0,No Failure,69620.0,True
L,297.4,308.6,1488,36.4,71,0,No Failure,54163.2,False
L,297.4,308.6,1524,43.1,73,0,No Failure,65684.40000000001,True
L,297.4,308.5,1486,48.6,75,0,No Failure,72219.6,True
M,297.5,308.6,1255,60.7,77,0,No Failure,76178.5,True
M,297.4,308.6,1469,42.6,80,0,No Failure,62579.4,True
L,297.4,308.5,1692,34.3,83,0,No Failure,58035.6,False
M,297.4,308.6,1604,32.8,85,0,No Failure,52611.2,False
L,297.4,308.6,1446,48.1,88,0,No Failure,69552.6,True
L,297.3,308.5,1503,43.3,90,0,No Failure,65079.899999999994,True
M,297.3,308.5,1625,32.8,92,0,No Failure,53299.99999999999,False
L,297.2,308.5,1574,35.8,95,0,No Failure,56349.2,False
M,297.2,308.4,1378,41.9,97,0,No Failure,57738.2,False
L,297.1,308.4,1693,29.5,100,0,No Failure,49943.5,False
L,297.2,308.4,1462,51.2,102,0,No Failure,74854.40000000001,True
H,297.3,308.5,1435,55.0,104,0,No Failure,78925.0,True
M,297.2,308.5,1425,45.8,109,0,No Failure,65264.99999999999,True
H,297.3,308.6,1376,53.5,112,0,No Failure,73616.0,True
M,297.4,308.7,1481,48.0,117,0,No Failure,71088.0,True
H,297.4,308.7,1349,48.9,120,0,No Failure,65966.09999999999,True
L,297.3,308.7,1551,40.0,125,0,No Failure,62040.0,True
H,297.4,308.7,1623,33.8,127,0,No Failure,54857.399999999994,False
L,297.4,308.8,1462,49.7,132,0,No Failure,72661.40000000001,True
M,297.3,308.8,1447,57.4,134,0,No Failure,83057.8,True
M,297.3,308.9,1799,24.5,137,0,No Failure,44075.5,False
M,297.3,308.8,1548,41.3,140,0,No Failure,63932.399999999994,True
M,297.2,308.8,1485,47.9,143,0,No Failure,71131.5,True
L,297.2,308.7,1463,49.9,146,0,No Failure,73003.7,True
L,297.3,308.7,1587,35.8,148,0,No Failure,56814.6,False
M,297.3,308.8,1469,44.1,150,0,No Failure,64782.9,True
H,297.3,308.7,1430,42.8,153,0,No Failure,61203.99999999999,True
H,297.4,308.7,1726,26.8,158,0,No Failure,46256.8,False
L,297.4,308.8,1651,34.1,163,0,No Failure,56299.100000000006,False
L,297.4,308.8,1529,41.3,165,0,No Failure,63147.7,True
L,297.4,308.8,1473,46.2,167,0,No Failure,68052.6,True
H,297.4,308.8,1324,53.5,169,0,No Failure,70834.0,True
L,297.4,308.9,1708,28.8,174,0,No Failure,49190.4,False
M,297.5,309.1,1540,38.5,176,0,No Failure,59290.0,False
L,297.5,309.0,1320,54.7,179,0,No Failure,72204.0,True
M,297.4,308.9,1376,39.0,181,0,No Failure,53664.0,False
M,297.3,308.7,1542,37.0,184,0,No Failure,57054.0,False
L,297.3,308.7,1506,39.3,187,0,No Failure,59185.799999999996,False
L,297.3,308.7,1492,43.6,189,0,No Failure,65051.200000000004,True
H,297.3,308.8,1564,38.0,191,0,No Failure,59432.0,False
H,297.4,308.9,1645,30.8,196,0,No Failure,50666.0,False
M,297.4,308.9,1348,59.1,201,0,No Failure,79666.8,True
M,297.4,308.8,1325,62.4,204,1,Tool Wear Failure,82680.0,True
L,297.5,308.9,1443,43.5,0,0,No Failure,62770.5,True
M,297.5,308.9,1436,44.8,2,0,No Failure,64332.799999999996,True
L,297.5,308.9,1596,30.7,5,0,No Failure,48997.2,False
L,297.6,309.0,1491,43.2,7,0,No Failure,64411.200000000004,True
M,297.7,308.9,1573,35.1,9,0,No Failure,55212.3,False
L,297.7,308.9,1575,39.9,12,0,No Failure,62842.5,True
L,297.7,308.9,1458,41.1,14,0,No Failure,59923.8,False
M,297.7,309.0,1433,41.8,16,0,No Failure,59899.399999999994,False
L,297.7,308.9,1662,28.1,19,0,No Failure,46702.200000000004,False
M,297.7,308.9,1327,63.7,21,0,No Failure,84529.90000000001,True
L,297.7,308.9,1742,26.3,24,0,No Failure,45814.6,False
L,297.8,308.9,1506,33.5,26,0,No Failure,50451.0,False
L,297.9,309.1,1457,44.4,28,0,No Failure,64690.799999999996,True
M,297.9,309.1,1488,37.3,30,0,No Failure,55502.399999999994,False
L,297.9,309.1,1619,34.7,33,0,No Failure,56179.3,False
M,298.0,309.2,1558,41.7,35,0,No Failure,64968.600000000006,True
L,298.0,309.2,1731,28.7,38,0,No Failure,49679.7,False
M,298.0,309.1,1574,34.8,40,0,No Failure,54775.2,False
L,297.9,309.0,1290,49.8,43,0,No Failure,64241.99999999999,True
H,297.9,308.9,1416,39.6,45,0,No Failure,56073.6,False
L,297.9,308.9,1566,41.9,50,0,No Failure,65615.4,True
L,297.9,309.0,1456,46.5,52,0,No Failure,67704.0,True
L,297.9,309.0,1528,37.5,54,0,No Failure,57300.0,False
M,297.9,309.1,1338,49.6,56,0,No Failure,66364.8,True
M,297.9,309.1,1558,39.2,59,0,No Failure,61073.600000000006,True
M,297.9,309.1,1614,38.1,62,0,No Failure,61493.4,True
H,298.0,309.1,1557,36.4,65,0,No Failure,56674.799999999996,False
L,298.1,309.3,1443,45.3,70,0,No Failure,65367.899999999994,True
H,298.1,309.3,1332,51.0,72,0,No Failure,67932.0,True
M,298.1,309.3,1752,25.2,77,0,No Failure,44150.4,False
M,298.1,309.2,1460,45.8,80,0,No Failure,66868.0,True
L,298.1,309.2,1802,26.9,83,0,No Failure,48473.799999999996,False
L,298.0,309.2,1527,39.5,85,0,No Failure,60316.5,True
L,298.0,309.2,1458,39.8,87,0,No Failure,58028.399999999994,False
H,298.0,309.2,1520,37.9,89,0,No Failure,57608.0,False
L,298.0,309.2,1378,49.7,94,0,No Failure,68486.6,True
M,297.9,309.2,1529,38.1,96,0,No Failure,58254.9,False
L,298.0,309.2,1527,32.4,99,0,No Failure,49474.799999999996,False
M,298.0,309.2,1438,42.9,101,0,No Failure,61690.2,True
L,297.9,309.0,1583,36.7,104,0,No Failure,58096.100000000006,False
L,297.8,308.9,1530,37.6,106,0,No Failure,57528.0,False
M,297.7,308.9,1530,39.1,108,0,No Failure,59823.0,False
M,297.7,308.8,2089,19.1,111,0,No Failure,39899.9,False
L,297.7,308.8,1616,34.2,114,0,No Failure,55267.200000000004,False
M,297.7,308.9,1681,28.3,116,0,No Failure,47572.3,False
L,297.6,308.8,1475,43.0,119,0,No Failure,63425.0,True
L,297.5,308.7,1371,46.5,121,0,No Failure,63751.5,True
M,297.5,308.7,1546,38.0,123,0,No Failure,58748.0,False
H,297.4,308.6,1461,40.1,126,0,No Failure,58586.1,False
L,297.4,308.7,1638,31.9,131,0,No Failure,52252.2,False
M,297.3,308.7,1577,35.6,133,0,No Failure,56141.200000000004,False
L,297.4,308.6,1532,38.7,136,0,No Failure,59288.4,False
M,297.3,308.5,1710,27.7,138,0,No Failure,47367.0,False
M,297.3,308.6,1584,29.4,141,0,No Failure,46569.6,False
L,297.3,308.6,1446,50.1,144,0,No Failure,72444.6,True
H,297.4,308.7,1522,46.3,146,0,No Failure,70468.59999999999,True
M,297.4,308.7,1382,49.9,151,0,No Failure,68961.8,True
L,297.4,308.7,1584,38.2,154,0,No Failure,60508.8,True
L,297.3,308.6,1385,55.2,156,0,No Failure,76452.0,True
L,297.3,308.7,1592,34.4,158,0,No Failure,54764.799999999996,False
M,297.2,308.6,1404,43.7,160,0,No Failure,61354.8,True
L,297.2,308.5,1518,44.3,163,0,No Failure,67247.4,True
L,297.1,308.4,1529,40.4,165,0,No Failure,61771.6,True
L,297.1,308.4,1550,37.0,167,0,No Failure,57350.0,False
L,297.1,308.3,1773,23.8,169,0,No Failure,42197.4,False
L,297.2,308.5,1446,43.7,171,0,No Failure,63190.200000000004,True
M,297.2,308.5,1487,46.9,173,0,No Failure,69740.3,True
M,297.3,308.5,1524,49.3,176,0,No Failure,75133.2,True
L,297.1,308.3,1403,54.1,179,0,No Failure,75902.3,True
L,297.1,308.2,2267,15.7,181,0,No Failure,35591.9,False
M,297.1,308.2,1529,37.9,183,0,No Failure,57949.1,False
L,297.1,308.2,1402,51.2,186,0,No Failure,71782.40000000001,True
L,297.2,308.3,1693,28.0,188,0,No Failure,47404.0,False
L,297.1,308.3,1496,45.8,190,0,No Failure,68516.8,True
L,297.1,308.1,1633,33.3,192,0,No Failure,54378.899999999994,False
L,297.1,308.2,1399,42.6,194,0,No Failure,59597.4,False
M,297.0,308.1,1363,45.3,196,0,No Failure,61743.899999999994,True
H,297.1,308.2,1527,42.2,199,0,No Failure,64439.4,True
M,297.2,308.2,1405,42.5,204,0,No Failure,59712.5,False
M,297.3,308.3,1459,59.6,207,1,Power Failure,86956.40000000001,True
M,297.4,308.4,1789,25.0,210,0,No Failure,44725.0,False
L,297.4,308.4,1531,41.5,213,0,No Failure,63536.5,True
M,297.4,308.4,1620,35.8,215,0,No Failure,57995.99999999999,False
L,297.4,308.4,1571,39.4,0,0,No Failure,61897.399999999994,True
L,297.4,308.4,1434,39.9,2,0,No Failure,57216.6,False
L,297.4,308.4,1474,43.6,4,0,No Failure,64266.4,True
M,297.3,308.3,1544,41.7,6,0,No Failure,64384.8,True
L,297.3,308.2,1601,35.7,9,0,No Failure,57155.700000000004,False
L,297.4,308.3,1801,26.9,11,0,No Failure,48446.899999999994,False
L,297.4,308.3,1465,42.0,13,0,No Failure,61530.0,True
M,297.4,308.4,1340,52.6,15,0,No Failure,70484.0,True
M,297.4,308.4,1517,41.0,18,0,No Failure,62197.0,True
M,297.3,308.4,1434,44.8,21,0,No Failure,64243.2,True
H,297.3,308.3,1935,19.3,24,0,No Failure,37345.5,False
M,297.3,308.3,1595,32.2,29,0,No Failure,51359.00000000001,False
L,297.3,308.3,2188,17.0,32,0,No Failure,37196.0,False
M,297.3,308.4,1449,44.4,34,0,No Failure,64335.6,True
L,297.3,308.3,1471,38.2,37,0,No Failure,56192.200000000004,False
L,297.4,308.2,1639,33.8,39,0,No Failure,55398.2,False
M,297.3,308.2,1846,24.5,41,0,No Failure,45227.0,False
M,297.3,308.2,1452,38.2,44,0,No Failure,55466.4,False
M,297.4,308.3,1483,41.9,47,0,No Failure,62137.7,True
L,297.4,308.3,1284,60.3,50,0,No Failure,77425.2,True
L,297.4,308.2,1419,50.0,52,0,No Failure,70950.0,True
L,297.3,308.1,1763,28.4,54,0,No Failure,50069.2,False
M,297.2,308.0,1478,42.5,56,0,No Failure,62815.0,True
L,297.3,308.0,1518,36.0,59,0,No Failure,54648.0,False
L,297.3,308.0,1447,49.0,61,0,No Failure,70903.0,True
M,297.4,308.0,1355,55.1,63,0,No Failure,74660.5,True
L,297.4,308.1,1348,57.4,66,0,No Failure,77375.2,True
L,297.4,308.1,1348,53.7,68,0,No Failure,72387.6,True
M,297.4,308.1,1734,27.7,70,0,No Failure,48031.799999999996,False
L,297.3,308.0,1420,46.5,73,0,No Failure,66030.0,True
L,297.3,307.9,1797,24.7,75,0,No Failure,44385.9,False
M,297.3,308.0,1403,45.0,77,0,No Failure,63135.0,True
L,297.3,307.9,1628,30.2,80,0,No Failure,49165.6,False
M,297.2,307.9,1687,30.4,82,0,No Failure,51284.799999999996,False
M,297.2,307.9,1456,44.9,85,0,No Failure,65374.4,True
L,297.1,307.9,1496,44.7,88,0,No Failure,66871.2,True
L,297.1,307.8,1636,30.3,90,0,No Failure,49570.8,False
L,297.1,307.8,1536,40.4,92,0,No Failure,62054.399999999994,True
L,297.1,307.8,1454,50.6,94,0,No Failure,73572.40000000001,True
L,297.0,307.8,1396,50.0,96,0,No Failure,69800.0,True
L,297.0,307.6,1575,37.4,98,0,No Failure,58905.0,False
L,296.9,307.6,1514,35.7,100,0,No Failure,54049.8,False
M,296.8,307.4,1455,49.9,102,0,No Failure,72604.5,True
L,296.8,307.4,1549,48.3,105,0,No Failure,74816.7,True
L,296.8,307.5,1474,42.4,107,0,No Failure,62497.6,True
H,296.7,307.4,1661,34.2,109,0,No Failure,56806.200000000004,False
L,296.7,307.4,1535,34.6,114,0,No Failure,53111.0,False
M,296.9,307.5,1556,31.2,116,0,No Failure,48547.2,False
L,296.9,307.6,1435,45.0,119,0,No Failure,64575.0,True
M,296.9,307.5,1332,51.1,121,0,No Failure,68065.2,True
L,297.0,307.6,1513,42.4,124,0,No Failure,64151.2,True
L,297.0,307.7,1502,39.4,126,0,No Failure,59178.799999999996,False
L,297.0,307.7,1315,60.1,128,0,No Failure,79031.5,True
M,297.0,307.7,1261,51.1,130,0,No Failure,64437.1,True
L,297.1,307.8,1406,60.4,133,0,No Failure,84922.4,True
L,297.1,307.8,1584,42.3,135,0,No Failure,67003.2,True
M,297.1,307.8,1443,43.9,137,0,No Failure,63347.7,True
L,297.2,307.9,1580,35.8,140,0,No Failure,56563.99999999999,False
L,297.2,307.9,1825,24.6,142,0,No Failure,44895.0,False
L,297.2,307.9,1469,48.2,144,0,No Failure,70805.8,True
L,297.2,307.9,1493,38.4,146,0,No Failure,57331.2,False
M,297.3,308.0,1598,29.4,148,0,No Failure,46981.2,False
H,297.2,307.9,1450,37.2,151,0,No Failure,53940.00000000001,False
M,297.2,307.9,1632,37.5,156,0,No Failure,61200.0,True
M,297.1,307.9,1980,20.3,159,0,No Failure,40194.0,False
L,297.2,308.0,1474,43.7,162,0,No Failure,64413.8,True
L,297.2,307.9,1540,37.1,164,0,No Failure,57134.0,False
M,297.1,307.9,1609,38.9,166,0,No Failure,62590.1,True
L,297.1,308.0,1467,42.8,169,0,No Failure,62787.6,True
L,297.1,307.9,1492,39.4,171,0,No Failure,58784.799999999996,False
L,297.0,307.9,1493,46.1,173,0,No Failure,68827.3,True
L,297.0,307.8,1500,39.9,175,0,No Failure,59850.0,False
L,297.1,307.8,1477,36.6,177,0,No Failure,54058.200000000004,False
L,297.1,307.9,1342,49.1,179,0,No Failure,65892.2,True
M,297.1,307.8,1538,34.3,181,0,No Failure,52753.399999999994,False
L,297.2,307.9,1337,58.1,184,0,No Failure,77679.7,True
L,297.3,307.9,1417,41.8,186,0,No Failure,59230.6,False
L,297.4,308.0,1383,46.2,188,0,No Failure,63894.600000000006,True
M,297.4,308.0,1440,42.4,190,0,No Failure,61056.0,True
L,297.3,307.9,1579,34.4,193,0,No Failure,54317.6,False
L,297.2,307.9,1441,40.0,195,0,No Failure,57640.0,False
M,297.2,307.9,1530,35.9,197,0,No Failure,54927.0,False
L,297.2,308.0,1705,26.0,200,0,No Failure,44330.0,False
H,297.2,308.0,1435,43.0,202,0,No Failure,61705.0,True
M,297.2,308.1,1340,61.3,207,1,Overstrain Failure,82142.0,True
L,297.2,308.1,1431,49.7,210,1,No Failure,71120.7,True
L,297.3,308.2,1396,52.7,212,1,Overstrain Failure,73569.2,True
M,297.3,308.1,1369,52.0,214,0,No Failure,71188.0,True
L,297.3,308.1,1615,35.4,217,1,Tool Wear Failure,57171.0,False
L,297.2,308.1,1662,31.3,0,0,No Failure,52020.6,False
L,297.3,308.2,1553,33.5,2,0,No Failure,52025.5,False
M,297.4,308.2,1536,34.6,4,0,No Failure,53145.600000000006,False
L,297.4,308.3,1548,46.6,7,0,No Failure,72136.8,True
L,297.4,308.3,1706,30.9,9,0,No Failure,52715.399999999994,False
L,297.4,308.3,1366,45.5,11,0,No Failure,62153.0,True
L,297.5,308.4,1440,35.9,13,0,No Failure,51696.0,False
M,297.5,308.4,1685,28.1,15,0,No Failure,47348.5,False
M,297.4,308.3,1444,44.0,18,0,No Failure,63536.0,True
L,297.4,308.3,1395,48.7,21,0,No Failure,67936.5,True
L,297.4,308.3,1483,38.8,23,0,No Failure,57540.399999999994,False
M,297.5,308.4,1403,44.3,25,0,No Failure,62152.899999999994,True
H,297.5,308.4,1793,23.9,28,0,No Failure,42852.7,False
L,297.4,308.3,1723,28.8,33,0,No Failure,49622.4,False
L,297.4,308.2,1386,41.0,35,0,No Failure,56826.0,False
H,297.4,308.2,1585,46.2,37,0,No Failure,73227.0,True
M,297.3,308.1,1731,27.7,42,0,No Failure,47948.7,False
L,297.3,308.3,1519,37.7,45,0,No Failure,57266.3,False
L,297.3,308.2,1896,24.4,47,0,No Failure,46262.399999999994,False
L,297.3,308.3,2358,14.9,49,0,No Failure,35134.200000000004,False
M,297.3,308.3,1341,51.9,51,0,No Failure,69597.9,True
L,297.3,308.3,1550,37.0,54,0,No Failure,57350.0,False
L,297.3,308.3,1309,61.5,56,0,No Failure,80503.5,True
M,297.3,308.4,1599,32.9,58,0,No Failure,52607.1,False
L,297.4,308.4,1343,40.0,61,0,No Failure,53720.0,False
L,297.4,308.4,1378,39.9,63,0,No Failure,54982.2,False
L,297.4,308.4,1603,34.6,65,0,No Failure,55463.8,False
L,297.4,308.4,1664,28.1,67,0,No Failure,46758.4,False
L,297.3,308.4,1488,37.4,69,0,No Failure,55651.2,False
M,297.3,308.4,1370,50.5,71,0,No Failure,69185.0,True
L,297.3,308.5,1545,34.3,74,0,No Failure,52993.49999999999,False
M,297.4,308.5,1566,31.4,76,0,No Failure,49172.399999999994,False
L,297.4,308.6,1820,24.6,79,0,No Failure,44772.0,False
M,297.4,308.6,1901,22.1,81,0,No Failure,42012.100000000006,False
M,297.4,308.5,1638,32.2,84,0,No Failure,52743.600000000006,False
M,297.3,308.4,1521,38.2,87,0,No Failure,58102.200000000004,False
H,297.3,308.4,1864,23.1,90,0,No Failure,43058.4,False
L,297.3,308.3,1430,41.9,95,0,No Failure,59917.0,False
M,297.3,308.4,1686,34.5,97,0,No Failure,58167.0,False
M,297.2,308.3,1326,57.2,100,0,No Failure,75847.2,True
L,297.2,308.3,1805,25.6,103,0,No Failure,46208.0,False
H,297.2,308.3,1453,45.8,105,0,No Failure,66547.4,True
M,297.2,308.4,1863,26.0,110,0,No Failure,48438.0,False
L,297.2,308.3,1576,35.3,113,0,No Failure,55632.799999999996,False
L,297.2,308.3,1419,39.7,115,0,No Failure,56334.3,False
L,297.2,308.4,1833,25.2,117,0,No Failure,46191.6,False
H,297.2,308.4,2182,17.3,119,0,No Failure,37748.6,False
L,297.2,308.3,1656,30.3,124,0,No Failure,50176.8,False
L,297.1,308.2,1351,56.6,126,0,No Failure,76466.6,True
H,297.1,308.2,1790,30.3,128,0,No Failure,54237.0,False
M,297.2,308.2,1678,28.1,133,0,No Failure,47151.8,False
L,297.1,308.2,1427,45.2,136,0,No Failure,64500.4,True
L,297.0,308.1,1429,54.0,138,0,No Failure,77166.0,True
H,297.2,308.1,1770,27.2,140,0,No Failure,48144.0,False
L,297.2,308.1,1689,31.2,145,0,No Failure,52696.799999999996,False
M,297.2,308.1,1554,41.3,147,0,No Failure,64180.2,True
L,297.3,308.1,1506,36.0,150,0,No Failure,54216.0,False
L,297.2,308.1,1474,44.3,152,0,No Failure,65298.2,True
L,297.3,308.1,1762,26.1,154,0,No Failure,45988.200000000004,False
L,297.3,308.1,1566,35.7,156,0,No Failure,55906.200000000004,False
H,297.3,308.1,1554,42.4,158,0,No Failure,65889.59999999999,True
L,297.2,308.0,1869,25.4,163,0,No Failure,47472.6,False
L,297.3,308.0,1527,35.1,165,0,No Failure,53597.700000000004,False
L,297.2,307.9,1309,49.6,167,0,No Failure,64926.4,True
M,297.2,307.9,1541,35.7,169,0,No Failure,55013.700000000004,False
L,297.2,307.9,1326,75.4,172,1,Power Failure,99980.40000000001,True
H,297.1,307.9,1365,54.0,174,0,No Failure,73710.0,True
L,297.1,307.8,1428,43.7,179,0,No Failure,62403.600000000006,True
L,297.1,307.8,1681,27.6,181,0,No Failure,46395.600000000006,False
M,297.1,307.9,1662,26.9,183,0,No Failure,44707.799999999996,False
L,297.2,307.9,1989,20.3,186,0,No Failure,40376.700000000004,False
M,297.2,307.9,1747,29.0,188,0,No Failure,50663.0,False
M,297.2,308.0,1765,31.1,191,0,No Failure,54891.5,False
L,297.3,308.1,1568,34.4,194,0,No Failure,53939.2,False
M,297.3,308.1,1709,30.6,196,0,No Failure,52295.4,False
M,297.3,308.1,1370,58.8,199,0,No Failure,80556.0,True
L,297.3,308.1,1458,45.7,202,0,No Failure,66630.6,True
L,297.2,308.1,1712,30.9,204,0,No Failure,52900.799999999996,False
L,297.3,308.1,1642,36.9,206,0,No Failure,60589.799999999996,True
L,297.3,308.1,1468,49.8,0,0,No Failure,73106.4,True
H,297.3,308.1,1477,52.3,2,0,No Failure,77247.09999999999,True
L,297.3,308.2,1446,53.5,7,0,No Failure,77361.0,True
H,297.3,308.2,1653,31.4,9,0,No Failure,51904.2,False
L,297.3,308.3,1494,38.2,14,0,No Failure,57070.8,False
L,297.3,308.2,1490,41.0,16,0,No Failure,61090.0,True
M,297.4,308.3,1550,47.8,18,0,No Failure,74090.0,True
M,297.3,308.2,1677,34.9,21,0,No Failure,58527.299999999996,False
L,297.4,308.3,1854,21.8,24,0,No Failure,40417.200000000004,False
M,297.5,308.5,1662,30.3,26,0,No Failure,50358.6,False
M,297.5,308.6,1440,38.8,29,0,No Failure,55871.99999999999,False
L,297.5,308.6,1513,39.7,32,0,No Failure,60066.100000000006,True
M,297.6,308.6,1389,49.0,34,0,No Failure,68061.0,True
L,297.6,308.6,1351,51.0,37,0,No Failure,68901.0,True
M,297.6,308.6,1482,38.3,39,0,No Failure,56760.6,False
L,297.6,308.6,1744,28.5,42,0,No Failure,49704.0,False
L,297.6,308.7,1476,39.0,44,0,No Failure,57564.0,False
M,297.6,308.6,1444,48.2,46,0,No Failure,69600.8,True
H,297.6,308.7,1659,32.1,49,0,No Failure,53253.9,False
M,297.6,308.7,1475,46.6,54,0,No Failure,68735.0,True
L,297.6,308.6,1526,42.1,57,0,No Failure,64244.6,True
M,297.4,308.4,1675,29.5,59,0,No Failure,49412.5,False
L,297.4,308.4,1525,38.7,62,0,No Failure,59017.50000000001,False
L,297.3,308.3,1396,45.9,64,0,No Failure,64076.4,True
L,297.4,308.4,1580,41.2,66,0,No Failure,65096.00000000001,True
L,297.4,308.5,1462,42.8,68,0,No Failure,62573.6,True
L,297.4,308.4,1426,50.4,70,0,No Failure,71870.4,True
L,297.4,308.5,1569,34.2,72,0,No Failure,53659.8,False
L,297.4,308.5,1477,40.7,74,0,No Failure,60113.9,True
L,297.4,308.5,1761,27.2,76,0,No Failure,47899.2,False
M,297.5,308.6,1486,45.9,78,0,No Failure,68207.4,True
L,297.6,308.6,1664,30.1,81,0,No Failure,50086.4,False
L,297.6,308.6,1576,32.7,83,0,No Failure,51535.200000000004,False
H,297.6,308.6,1463,46.7,85,0,No Failure,68322.1,True
M,297.6,308.6,1585,42.0,90,0,No Failure,66570.0,True
L,297.7,308.7,1479,45.7,93,0,No Failure,67590.3,True
L,297.7,308.7,1449,40.2,95,0,No Failure,58249.8,False
H,297.7,308.8,1404,50.3,97,0,No Failure,70621.2,True
L,297.7,308.7,1694,29.1,102,0,No Failure,49295.4,False
L,297.7,308.7,1731,28.4,104,0,No Failure,49160.399999999994,False
L,297.6,308.6,1522,37.0,106,0,No Failure,56314.0,False
L,297.5,308.5,1536,36.9,108,0,No Failure,56678.399999999994,False
L,297.5,308.5,1373,39.9,110,0,No Failure,54782.7,False
L,297.5,308.5,1597,36.4,112,0,No Failure,58130.799999999996,False
L,297.6,308.5,1678,34.2,114,0,No Failure,57387.600000000006,False
L,297.6,308.5,1452,42.6,116,0,No Failure,61855.200000000004,True
M,297.5,308.5,1447,41.6,118,0,No Failure,60195.200000000004,True
L,297.6,308.5,1574,37.1,121,0,No Failure,58395.4,False
L,297.6,308.6,1528,40.0,123,0,No Failure,61120.0,True
L,297.7,308.7,1688,27.2,125,0,No Failure,45913.6,False
L,297.6,308.6,1393,40.4,127,0,No Failure,56277.2,False
M,297.5,308.6,1429,50.5,129,0,No Failure,72164.5,True
M,297.5,308.6,1347,57.0,132,0,No Failure,76779.0,True
L,297.6,308.6,1553,40.5,135,0,No Failure,62896.5,True
L,297.5,308.6,1260,53.6,137,0,No Failure,67536.0,True
L,297.5,308.6,1546,33.8,139,0,No Failure,52254.799999999996,False
L,297.5,308.6,1596,36.0,141,0,No Failure,57456.0,False
L,297.5,308.5,1340,57.4,143,0,No Failure,76916.0,True
M,297.5,308.4,1369,54.8,145,0,No Failure,75021.2,True
L,297.5,308.5,1462,52.3,148,0,No Failure,76462.59999999999,True
H,297.4,308.4,1487,46.2,150,0,No Failure,68699.40000000001,True
M,297.5,308.6,1510,35.5,155,0,No Failure,53605.0,False
H,297.5,308.5,1671,28.0,158,0,No Failure,46788.0,False
M,297.5,308.5,1612,30.0,163,0,No Failure,48360.0,False
M,297.6,308.6,1509,39.7,166,0,No Failure,59907.3,False
L,297.6,308.6,1415,47.3,169,0,No Failure,66929.5,True
L,297.6,308.6,2384,14.4,171,0,No Failure,34329.6,False
L,297.6,308.6,1326,62.4,173,0,No Failure,82742.4,True
M,297.6,308.6,1390,53.4,175,0,No Failure,74226.0,True
M,297.6,308.7,1392,41.2,178,0,No Failure,57350.4,False
H,297.6,308.8,1385,44.4,181,0,No Failure,61494.0,True
L,297.7,308.8,1896,24.5,186,0,No Failure,46452.0,False
L,297.7,308.7,1474,46.8,188,0,No Failure,68983.2,True
